Player,Span,Start_ Year,End_Year,Career_Length,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Wickets_Per_Match,Economy_Score,Bowling_Impact_Score,Five_Wicket_Rate
SA Ahmad (DEN),2019-2019,2019,2019,0,5,3,9,1,40,4,03-Sep,10,4.44,13.5,0,0,0.80,0.23,0.63,0.000
D Ajekun (NGA),2019-2019,2019,2019,0,6,6,11.1,0,76,4,01-May,19,6.8,16.7,0,0,0.67,0.15,0.51,0.000
DI Allan (KENYA),2012-2013,2012,2013,1,10,7,9.2,0,82,4,02-Aug,20.5,8.78,14,0,0,0.40,0.11,0.31,0.000
MA Aponso (SL),2018-2018,2018,2018,0,3,3,10,0,79,4,Feb-29,19.75,7.9,15,0,0,1.33,0.13,0.97,0.000
Arslan Ahmed (),2019-2019,2019,2019,0,3,3,9,1,40,4,Mar-15,10,4.44,13.5,0,0,1.33,0.23,1.00,0.000
Ashiqullah Said (Belg),2019-2019,2019,2019,0,3,3,11,0,82,4,Feb-34,20.5,7.45,16.5,0,0,1.33,0.13,0.97,0.000
A Aspiotis (),2019-2019,2019,2019,0,3,3,11,0,71,4,Feb-24,17.75,6.45,16.5,0,0,1.33,0.16,0.98,0.000
Asrar Ahmed (),2019-2019,2019,2019,0,3,3,10,2,46,4,02-Apr,11.5,4.6,15,0,0,1.33,0.22,1.00,0.000
NJ Astle (NZ),2005-2006,2005,2006,1,4,2,6.5,0,50,4,Mar-20,12.5,7.31,10.2,0,0,1.00,0.14,0.74,0.000
R Avery (),2019-2019,2019,2019,0,4,4,11,0,66,4,Feb-13,16.5,6,16.5,0,0,1.00,0.17,0.75,0.000
JD Baker (Samoa),2019-2019,2019,2019,0,4,4,13,0,107,4,Feb-32,26.75,8.23,19.5,0,0,1.00,0.12,0.74,0.000
HMCM Bandara (SL),2006-2009,2006,2009,3,4,4,14,0,96,4,Mar-32,24,6.85,21,0,0,1.00,0.15,0.74,0.000
HH Banner (Blz),2019-2019,2019,2019,0,3,3,12,1,67,4,Feb-18,16.75,5.58,18,0,0,1.33,0.18,0.99,0.000
MD Bates (NZ),2012-2012,2012,2012,0,3,3,11,0,107,4,Mar-31,26.75,9.72,16.5,0,0,1.33,0.10,0.96,0.000
S Bau (PNG),2016-2019,2016,2019,3,23,10,14,0,79,4,02-Apr,19.75,5.64,21,0,0,0.17,0.18,0.17,0.000
TS Braat (NL),2019-2019,2019,2019,0,3,3,10,0,70,4,Mar-26,17.5,7,15,0,0,1.33,0.14,0.98,0.000
GB Brent (ZIM),2006-2007,2006,2007,1,3,3,11,0,93,4,Feb-19,23.25,8.45,16.5,0,0,1.33,0.12,0.97,0.000
J Bulele (Moz),2019-2019,2019,2019,0,7,5,14.2,0,107,4,Feb-30,26.75,7.46,21.5,0,0,0.57,0.13,0.44,0.000
DE Burgess (Samoa),2019-2019,2019,2019,0,4,3,8.3,0,86,4,Mar-47,21.5,10.11,12.7,0,0,1.00,0.10,0.73,0.000
PP Chawla (INDIA),2010-2012,2010,2012,2,7,7,23,1,151,4,Feb-13,37.75,6.56,34.5,0,0,0.57,0.15,0.45,0.000
MD Dai (PNG),2015-2017,2015,2017,2,9,9,25,0,157,4,Feb-13,39.25,6.28,37.5,0,0,0.44,0.16,0.36,0.000
I Danladi (NGA),2019-2019,2019,2019,0,3,3,9,0,52,4,02-Oct,13,5.77,13.5,0,0,1.33,0.17,0.99,0.000
K Dasan (),2019-2019,2019,2019,0,3,2,8,0,52,4,Mar-23,13,6.5,12,0,0,1.33,0.15,0.98,0.000
JM Davison (CAN),2008-2010,2008,2010,2,5,5,18,0,91,4,Feb-19,22.75,5.05,27,0,0,0.80,0.20,0.62,0.000
RR Emrit (WI),2018-2018,2018,2018,0,4,4,16,0,156,4,Jan-24,39,9.75,24,0,0,1.00,0.10,0.73,0.000
S Goustis (),2019-2019,2019,2019,0,3,3,9,1,42,4,Feb-28,10.5,4.66,13.5,0,0,1.33,0.21,1.00,0.000
Jandu Hamoud (KUW),2019-2019,2019,2019,0,6,6,16,0,112,4,Feb-25,28,7,24,0,0,0.67,0.14,0.51,0.000
RJ Harris (AUS),2010-2010,2010,2010,0,3,3,11.4,1,95,4,Feb-27,23.75,8.14,17.5,0,0,1.33,0.12,0.97,0.000
MC Henriques (AUS),2009-2017,2009,2017,8,11,7,17,0,158,4,Feb-35,39.5,9.29,25.5,0,0,0.36,0.11,0.29,0.000
MG Hunter (GIBR),2019-2019,2019,2019,0,4,4,11.3,0,63,4,Feb-22,15.75,5.47,17.2,0,0,1.00,0.18,0.75,0.000
Hussain Talat (PAK),2018-2019,2018,2019,1,14,6,6,0,54,4,02-Dec,13.5,9,9,0,0,0.29,0.11,0.23,0.000
AF Ifill (Caym),2019-2019,2019,2019,0,6,6,18.3,1,151,4,01-Jul,37.75,8.16,27.7,0,0,0.67,0.12,0.50,0.000
Imran Bulbulia (PNM),2019-2019,2019,2019,0,3,3,10,0,59,4,Feb-20,14.75,5.9,15,0,0,1.33,0.17,0.98,0.000
RK Inampud (Mex),2019-2019,2019,2019,0,3,3,12,0,68,4,Feb-29,17,5.66,18,0,0,1.33,0.18,0.99,0.000
DF Jacobs (THAI),2019-2019,2019,2019,0,4,2,5,0,26,4,Apr-13,6.5,5.2,7.5,1,0,1.00,0.19,0.76,0.000
Joginder Sharma (INDIA),2007-2007,2007,2007,0,4,4,14.3,0,138,4,Feb-20,34.5,9.51,21.7,0,0,1.00,0.11,0.73,0.000
MO Jones (BMUDA),2019-2019,2019,2019,0,8,7,15,0,116,4,Feb-26,29,7.73,22.5,0,0,0.50,0.13,0.39,0.000
MBS Jonkman (NL),2010-2010,2010,2010,0,3,3,8,0,47,4,Feb-21,11.75,5.87,12,0,0,1.33,0.17,0.98,0.000
S Kaul (INDIA),2018-2019,2018,2019,1,3,3,9.4,0,84,4,Feb-35,21,8.68,14.5,0,0,1.33,0.12,0.97,0.000
S Kizilkaya (TKY),2019-2019,2019,2019,0,4,4,9,0,74,4,02-Sep,18.5,8.22,13.5,0,0,1.00,0.12,0.74,0.000
V Kohli (INDIA),2010-2019,2010,2019,9,75,12,24.2,0,198,4,Jan-13,49.5,8.13,36.5,0,0,0.05,0.12,0.07,0.000
A Krishna (SGP),2019-2019,2019,2019,0,4,4,12,0,121,4,Mar-27,30.25,10.08,18,0,0,1.00,0.10,0.73,0.000
GA Lamb (ZIM),2010-2010,2010,2010,0,5,5,12.1,0,80,4,Feb-14,20,6.57,18.2,0,0,0.80,0.15,0.61,0.000
A Lark (Aut),2019-2019,2019,2019,0,5,4,10.5,0,55,4,Mar-20,13.75,5.07,16.2,0,0,0.80,0.20,0.62,0.000
E Leie (SA),2015-2015,2015,2015,0,2,2,6,0,48,4,Mar-16,12,8,9,0,0,2.00,0.13,1.44,0.000
J Lewis (ENG),2005-2007,2005,2007,2,2,2,7,0,55,4,Apr-24,13.75,7.85,10.5,1,0,2.00,0.13,1.44,0.000
ML Lewis (AUS),2006-2006,2006,2006,0,2,2,7.3,0,49,4,Feb-18,12.25,6.53,11.2,0,0,2.00,0.15,1.45,0.000
T Lungameni (NAM),2019-2019,2019,2019,0,6,6,16,1,88,4,Feb-16,22,5.5,24,0,0,0.67,0.18,0.52,0.000
CJ McKay (AUS),2010-2013,2010,2013,3,6,6,22.4,1,183,4,Feb-24,45.75,8.07,34,0,0,0.67,0.12,0.50,0.000
CS MacLeod (SCOT),2009-2019,2009,2019,10,49,11,23,0,174,4,Feb-17,43.5,7.56,34.5,0,0,0.08,0.13,0.10,0.000
SW Masakadza (ZIM),2010-2013,2010,2013,3,7,7,19.3,0,211,4,Feb-39,52.75,10.82,29.2,0,0,0.57,0.09,0.43,0.000
GE Mathurin (WI),2011-2012,2011,2012,1,3,3,10,0,65,4,03-Sep,16.25,6.5,15,0,0,1.33,0.15,0.98,0.000
Mehidy Hasan Miraz (BDESH),2017-2018,2017,2018,1,13,13,36,0,330,4,Feb-31,82.5,9.16,54,0,0,0.31,0.11,0.25,0.000
K Mendon (CZK-R),2019-2019,2019,2019,0,6,5,8.4,0,78,4,Mar-19,19.5,9,13,0,0,0.67,0.11,0.50,0.000
Mohammad Ahsan (KUW),2019-2019,2019,2019,0,6,6,20,0,192,4,Feb-31,48,9.6,30,0,0,0.67,0.10,0.50,0.000
Mohammad Kashif (NL),2010-2010,2010,2010,0,3,3,7,0,55,4,Feb-28,13.75,7.85,10.5,0,0,1.33,0.13,0.97,0.000
PL Mommsen (SCOT),2012-2016,2012,2016,4,24,7,23,0,164,4,Jan-23,41,7.13,34.5,0,0,0.17,0.14,0.16,0.000
JK Mukhiya (NEPAL),2014-2015,2014,2015,1,4,4,10,0,56,4,Mar-18,14,5.6,15,0,0,1.00,0.18,0.75,0.000
C Munro (NZ),2012-2019,2012,2019,7,60,12,19.4,0,186,4,01-Dec,46.5,9.45,29.5,0,0,0.07,0.11,0.08,0.000
N M'shangwe (ZIM),2013-2014,2013,2014,1,5,5,16,0,142,4,Feb-33,35.5,8.87,24,0,0,0.80,0.11,0.59,0.000
Najjam Shahzad (PORT),2019-2019,2019,2019,0,4,4,12.2,0,65,4,Feb-16,16.25,5.27,18.5,0,0,1.00,0.19,0.76,0.000
Nawroz Mangal (AFG),2010-2017,2010,2017,7,32,6,10,0,80,4,Mar-23,20,8,15,0,0,0.13,0.13,0.13,0.000
Nazril Rahman (MAL),2019-2019,2019,2019,0,7,7,17,0,166,4,Feb-28,41.5,9.76,25.5,0,0,0.57,0.10,0.43,0.000
SN Netravalkar (USA),2019-2019,2019,2019,0,8,8,22.4,0,161,4,Feb-28,40.25,7.1,34,0,0,0.50,0.14,0.39,0.000
JO Ngoche (KENYA),2012-2013,2012,2013,1,7,7,24,0,140,4,Feb-31,35,5.83,36,0,0,0.57,0.17,0.45,0.000
Nizakat Khan (HKG),2014-2019,2014,2019,5,34,5,14,0,83,4,Mar-19,20.75,5.92,21,0,0,0.12,0.17,0.13,0.000
AA Noffke (AUS),2007-2008,2007,2008,1,2,2,7.3,1,41,4,Mar-18,10.25,5.46,11.2,0,0,2.00,0.18,1.45,0.000
GM Ntambalika (MWI),2019-2019,2019,2019,0,3,3,9,0,56,4,Feb-13,14,6.22,13.5,0,0,1.33,0.16,0.98,0.000
LN Onyango (KENYA),2007-2010,2007,2010,3,5,5,13,0,128,4,Feb-17,32,9.84,19.5,0,0,0.80,0.10,0.59,0.000
MM Patel (INDIA),2011-2011,2011,2011,0,3,3,10,0,86,4,Feb-25,21.5,8.6,15,0,0,1.33,0.12,0.97,0.000
RR Patel (KENYA),2008-2019,2008,2019,11,30,7,15,0,104,4,Feb-19,26,6.93,22.5,0,0,0.13,0.14,0.14,0.000
VD Philander (SA),2007-2007,2007,2007,0,7,6,13.5,0,114,4,Feb-23,28.5,8.24,20.7,0,0,0.57,0.12,0.44,0.000
S Pillai (CRC),2019-2019,2019,2019,0,3,3,8.4,0,56,4,Mar-14,14,6.46,13,0,0,1.33,0.15,0.98,0.000
EB Ringera (KENYA),2019-2019,2019,2019,0,1,1,4,0,18,4,Apr-18,4.5,4.5,6,1,0,4.00,0.22,2.87,0.000
S Rossi (Arg),2019-2019,2019,2019,0,5,3,6.5,2,21,4,Feb-15,5.25,3.07,10.2,0,0,0.80,0.33,0.66,0.000
Sahir Naqash (GER),2019-2019,2019,2019,0,7,5,9,0,52,4,02-Mar,13,5.77,13.5,0,0,0.57,0.17,0.45,0.000
O Sam Arthur (CRC),2019-2019,2019,2019,0,3,3,9,0,76,4,Feb-21,19,8.44,13.5,0,0,1.33,0.12,0.97,0.000
MM Sarwar (KUW),2019-2019,2019,2019,0,5,4,10.4,0,99,4,Feb-13,24.75,9.28,16,0,0,0.80,0.11,0.59,0.000
A Sathya (Mex),2019-2019,2019,2019,0,3,3,11.3,0,76,4,Feb-32,19,6.6,17.2,0,0,1.33,0.15,0.98,0.000
CP Schofield (ENG),2007-2007,2007,2007,0,4,4,12.5,0,92,4,Feb-15,23,7.16,19.2,0,0,1.00,0.14,0.74,0.000
L Shafeeg (Mald),2019-2019,2019,2019,0,3,3,11,0,76,4,Mar-33,19,6.9,16.5,0,0,1.33,0.14,0.98,0.000
Shahadat Hossain (BDESH),2006-2013,2006,2013,7,6,6,20,0,198,4,Feb-22,49.5,9.9,30,0,0,0.67,0.10,0.50,0.000
NK Shetty (Mex),2019-2019,2019,2019,0,2,2,8,0,42,4,Mar-17,10.5,5.25,12,0,0,2.00,0.19,1.46,0.000
L Sipamla (SA),2019-2019,2019,2019,0,5,5,15.4,0,131,4,Feb-22,32.75,8.36,23.5,0,0,0.80,0.12,0.60,0.000
Sohag Gazi (BDESH),2012-2015,2012,2015,3,10,10,35,1,299,4,Jan-28,74.75,8.54,52.5,0,0,0.40,0.12,0.32,0.000
DC Stovell (BMUDA),2019-2019,2019,2019,0,6,6,17.2,0,126,4,Feb-21,31.5,7.26,26,0,0,0.67,0.14,0.51,0.000
AO Suji (KENYA),2007-2010,2007,2010,3,8,6,16.1,1,116,4,Feb-23,29,7.17,24.2,0,0,0.50,0.14,0.39,0.000
Syed Aziz (MAL),2019-2019,2019,2019,0,14,8,24.5,0,187,4,Feb-33,46.75,7.53,37.2,0,0,0.29,0.13,0.24,0.000
Syed Rasel (BDESH),2007-2008,2007,2008,1,8,8,29,2,202,4,01-Oct,50.5,6.96,43.5,0,0,0.50,0.14,0.39,0.000
A Uniyal (Chile),2019-2019,2019,2019,0,3,3,9,1,59,4,Mar-17,14.75,6.55,13.5,0,0,1.33,0.15,0.98,0.000
Usman Ali (Saudi),2019-2019,2019,2019,0,5,5,19,0,130,4,Jan-21,32.5,6.84,28.5,0,0,0.80,0.15,0.60,0.000
TCW Veillard (GUE),2019-2019,2019,2019,0,4,4,16,0,93,4,Jan-15,23.25,5.81,24,0,0,1.00,0.17,0.75,0.000
BV Vitori (ZIM),2012-2016,2012,2016,4,11,11,39.4,0,323,4,Jan-24,80.75,8.14,59.5,0,0,0.36,0.12,0.29,0.000
Waqas Barkat (HKG),2014-2019,2014,2019,5,22,10,21.2,0,152,4,Feb-13,38,7.12,32,0,0,0.18,0.14,0.17,0.000
SMK Waththage (CZK-R),2019-2019,2019,2019,0,5,5,12,3,66,4,03-Apr,16.5,5.5,18,0,0,0.80,0.18,0.61,0.000
K Weeraratne (SL),2008-2009,2008,2009,1,5,5,15,0,126,4,Apr-19,31.5,8.4,22.5,1,0,0.80,0.12,0.60,0.000
CM Wright (SCOT),2007-2009,2007,2009,2,3,2,5,0,49,4,Mar-29,12.25,9.8,7.5,0,0,1.33,0.10,0.96,0.000
SA Abbott (AUS),2014-2019,2014,2019,5,4,4,10,0,61,3,Feb-14,20.33,6.1,20,0,0,0.75,0.16,0.57,0.000
AS Abioye (NGA),2019-2019,2019,2019,0,5,4,10,0,87,3,Feb-26,29,8.7,20,0,0,0.60,0.11,0.45,0.000
AR Adams (NZ),2005-2006,2005,2006,1,4,4,12.5,0,105,3,Feb-20,35,8.18,25.6,0,0,0.75,0.12,0.56,0.000
AB Agarkar (INDIA),2006-2007,2006,2007,1,4,3,10.3,1,85,3,02-Oct,28.33,8.09,21,0,0,0.75,0.12,0.56,0.000
A Ahmadhel (),2019-2019,2019,2019,0,3,3,10,0,75,3,Feb-16,25,7.5,20,0,0,1.00,0.13,0.74,0.000
S Appu (MALTA),2019-2019,2019,2019,0,4,4,9,0,74,3,Jan-21,24.66,8.22,18,0,0,0.75,0.12,0.56,0.000
MNM Aslam (KUW),2019-2019,2019,2019,0,6,5,14,0,85,3,Jan-13,28.33,6.07,28,0,0,0.50,0.16,0.40,0.000
TD Astle (NZ),2016-2019,2016,2019,3,3,3,8,0,69,3,Mar-28,23,8.62,16,0,0,1.00,0.12,0.73,0.000
V Ateak (Ghana),2019-2019,2019,2019,0,4,3,11,0,94,3,Feb-36,31.33,8.54,22,0,0,0.75,0.12,0.56,0.000
MS Aulakh (CAN),2012-2013,2012,2013,1,3,3,9,0,82,3,Feb-40,27.33,9.11,18,0,0,1.00,0.11,0.73,0.000
G Bakiweyem (Ghana),2019-2019,2019,2019,0,3,3,10,0,62,3,Feb-15,20.66,6.2,20,0,0,1.00,0.16,0.75,0.000
S Bantzas (),2019-2019,2019,2019,0,1,1,3,0,12,3,03-Dec,4,4,6,0,0,3.00,0.25,2.18,0.000
F Behardien (SA),2012-2018,2012,2018,6,38,3,5,0,27,3,Feb-15,9,5.4,10,0,0,0.08,0.19,0.11,0.000
P Bhart (NOR),2019-2019,2019,2019,0,5,4,12,1,68,3,Feb-29,22.66,5.66,24,0,0,0.60,0.18,0.47,0.000
PRP Boissevain (NL),2019-2019,2019,2019,0,4,4,16,0,116,3,Jan-19,38.66,7.25,32,0,0,0.75,0.14,0.57,0.000
SM Boland (AUS),2016-2016,2016,2016,0,3,3,11,0,90,3,Mar-26,30,8.18,22,0,0,1.00,0.12,0.74,0.000
PR Brown (ENG),2019-2019,2019,2019,0,4,4,13,0,128,3,Jan-29,42.66,9.84,26,0,0,0.75,0.10,0.56,0.000
P Buccimazza (PORT),2019-2019,2019,2019,0,4,4,13,0,86,3,Feb-18,28.66,6.61,26,0,0,0.75,0.15,0.57,0.000
N Buckle (GUE),2019-2019,2019,2019,0,3,3,10,0,76,3,Mar-26,25.33,7.6,20,0,0,1.00,0.13,0.74,0.000
CG Burnett (SCOT),2013-2013,2013,2013,0,1,1,4,0,18,3,Mar-18,6,4.5,8,0,0,3.00,0.22,2.17,0.000
HL Carlyon (JER),2019-2019,2019,2019,0,9,3,6,0,42,3,Mar-15,14,7,12,0,0,0.33,0.14,0.28,0.000
MS Chapman (HKG/NZ),2014-2018,2014,2018,4,24,4,10,0,77,3,01-Oct,25.66,7.7,20,0,0,0.13,0.13,0.13,0.000
M Chauhan (Fin),2019-2019,2019,2019,0,2,2,8,1,38,3,Feb-16,12.66,4.75,16,0,0,1.50,0.21,1.11,0.000
TLW Cooper (NL),2012-2016,2012,2016,4,18,9,17,0,132,3,Feb-18,44,7.76,34,0,0,0.17,0.13,0.16,0.000
M Cope (LUX),2019-2019,2019,2019,0,2,2,5,0,61,3,Feb-23,20.33,12.2,10,0,0,1.50,0.08,1.07,0.000
BCJ Cutting (AUS/World),2013-2017,2013,2017,4,7,7,21,0,215,3,Jan-18,71.66,10.23,42,0,0,0.43,0.10,0.33,0.000
TH David (SGP),2019-2019,2019,2019,0,12,9,22.2,0,202,3,Jan-18,67.33,9.04,44.6,0,0,0.25,0.11,0.21,0.000
NS Dhaliwal (CAN),2019-2019,2019,2019,0,12,5,8,0,43,3,01-Nov,14.33,5.37,16,0,0,0.25,0.19,0.23,0.000
SDJJ Dima (Moz),2019-2019,2019,2019,0,4,2,5,0,57,3,Mar-41,19,11.4,10,0,0,0.75,0.09,0.55,0.000
S Dube (INDIA),2019-2019,2019,2019,0,6,6,12.3,0,114,3,Mar-30,38,9.12,25,0,0,0.50,0.11,0.38,0.000
RMS Eranga (SL),2012-2013,2012,2013,1,3,3,11,0,90,3,Feb-30,30,8.18,22,0,0,1.00,0.12,0.74,0.000
L Evile (Samoa),2019-2019,2019,2019,0,4,4,12,1,67,3,1/0,22.33,5.58,24,0,0,0.75,0.18,0.58,0.000
Farhan Ahmed (UAE),2016-2016,2016,2016,0,3,3,9,0,66,3,Feb-28,22,7.33,18,0,0,1.00,0.14,0.74,0.000
Fawad Ahmed (AUS),2013-2013,2013,2013,0,2,2,8,0,68,3,Mar-25,22.66,8.5,16,0,0,1.50,0.12,1.09,0.000
B Fernando (SL),2015-2015,2015,2015,0,2,2,7.2,0,71,3,Feb-33,23.66,9.68,14.6,0,0,1.50,0.10,1.08,0.000
P Florin (ROM),2019-2019,2019,2019,0,4,2,1.4,0,10,3,02-Mar,3.33,6,3.3,0,0,0.75,0.17,0.58,0.000
BC Fortuin (SA),2019-2019,2019,2019,0,2,2,7,0,51,3,Feb-19,17,7.28,14,0,0,1.50,0.14,1.09,0.000
ST Gabriel (WI),2013-2013,2013,2013,0,2,2,7,0,56,3,Mar-44,18.66,8,14,0,0,1.50,0.13,1.09,0.000
CJ Gannon (USA),2019-2019,2019,2019,0,4,3,9,0,67,3,Feb-21,22.33,7.44,18,0,0,0.75,0.13,0.57,0.000
D Gough (ENG),2005-2006,2005,2006,1,2,2,6.5,0,49,3,Mar-16,16.33,7.17,13.6,0,0,1.50,0.14,1.09,0.000
TGJ Gruijters (NL),2012-2013,2012,2013,1,8,5,12,0,74,3,01-May,24.66,6.16,24,0,0,0.38,0.16,0.31,0.000
HF Gurney (ENG),2014-2014,2014,2014,0,2,2,8,0,55,3,Feb-26,18.33,6.87,16,0,0,1.50,0.15,1.09,0.000
AJ Hall (SA),2006-2006,2006,2006,0,2,2,8,0,60,3,Mar-22,20,7.5,16,0,0,1.50,0.13,1.09,0.000
SM Harwood (AUS),2007-2009,2007,2009,2,3,3,12,0,113,3,Feb-21,37.66,9.41,24,0,0,1.00,0.11,0.73,0.000
Hayatullah Niazi (NOR),2019-2019,2019,2019,0,4,4,10,0,81,3,Jan-19,27,8.1,20,0,0,0.75,0.12,0.56,0.000
J Hill (PHI),2019-2019,2019,2019,0,4,2,6,0,50,3,Feb-27,16.66,8.33,12,0,0,0.75,0.12,0.56,0.000
J Hirschi (MALTA),2019-2019,2019,2019,0,4,4,11,0,96,3,Feb-18,32,8.72,22,0,0,0.75,0.11,0.56,0.000
Z Hoque (THAI),2019-2019,2019,2019,0,3,3,12,0,51,3,Jan-13,17,4.25,24,0,0,1.00,0.24,0.77,0.000
JJ Huo (Moz),2019-2019,2019,2019,0,7,3,10,0,56,3,Mar-14,18.66,5.6,20,0,0,0.43,0.18,0.35,0.000
Ijaz Hussain (ROM),2019-2019,2019,2019,0,3,3,9.5,0,89,3,Feb-19,29.66,9.05,19.6,0,0,1.00,0.11,0.73,0.000
D Jakiel (ZIM),2019-2019,2019,2019,0,2,2,7,0,44,3,Feb-27,14.66,6.28,14,0,0,1.50,0.16,1.10,0.000
GSNFG Jayasuriya (SL),2015-2019,2015,2019,4,16,10,21.5,0,202,3,01-Nov,67.33,9.25,43.6,0,0,0.19,0.11,0.16,0.000
Kaleemullah (OMAN),2017-2019,2017,2019,2,6,6,19,1,132,3,Feb-23,44,6.94,38,0,0,0.50,0.14,0.39,0.000
Kaleem Shah (Moz),2019-2019,2019,2019,0,7,6,17,0,130,3,Feb-24,43.33,7.64,34,0,0,0.43,0.13,0.34,0.000
E Katchay (CAN),2008-2008,2008,2008,0,4,4,10,0,71,3,Jan-18,23.66,7.1,20,0,0,0.75,0.14,0.57,0.000
SKW Kelly (BMUDA),2008-2008,2008,2008,0,3,3,7,0,50,3,Feb-18,16.66,7.14,14,0,0,1.00,0.14,0.74,0.000
P Kerai (KENYA),2019-2019,2019,2019,0,6,5,11,0,82,3,Mar-15,27.33,7.45,22,0,0,0.50,0.13,0.39,0.000
J Kila (PNG),2019-2019,2019,2019,0,12,9,17,0,99,3,01-May,33,5.82,34,0,0,0.25,0.17,0.23,0.000
AC Kose (TKY),2019-2019,2019,2019,0,4,2,8,0,116,3,Feb-62,38.66,14.5,16,0,0,0.75,0.07,0.55,0.000
DS Kulkarni (INDIA),2016-2016,2016,2016,0,2,2,8,0,55,3,Feb-23,18.33,6.87,16,0,0,1.50,0.15,1.09,0.000
CBRLS Kumara (SL),2019-2019,2019,2019,0,3,3,12,0,97,3,Feb-24,32.33,8.08,24,0,0,1.00,0.12,0.74,0.000
UKPW Kumaranayaka (KUW),2019-2019,2019,2019,0,3,3,12,0,102,3,Feb-26,34,8.5,24,0,0,1.00,0.12,0.74,0.000
NCK Liyanage (MAL),2019-2019,2019,2019,0,6,5,14,0,100,3,Jan-19,33.33,7.14,28,0,0,0.50,0.14,0.39,0.000
DL Maddy (ENG),2007-2007,2007,2007,0,4,2,3,0,26,3,02-Jun,8.66,8.66,6,0,0,0.75,0.12,0.56,0.000
S Mahmood (ENG),2019-2019,2019,2019,0,3,3,10,0,115,3,Jan-20,38.33,11.5,20,0,0,1.00,0.09,0.73,0.000
SI Mahmood (ENG),2006-2009,2006,2009,3,4,4,14,0,155,3,Jan-31,51.66,11.07,28,0,0,0.75,0.09,0.55,0.000
MSS Mandy (Chile),2019-2019,2019,2019,0,4,3,8,0,43,3,Feb-19,14.33,5.37,16,0,0,0.75,0.19,0.58,0.000
Mansoor Amjad (PAK),2008-2008,2008,2008,0,1,1,1,0,3,3,03-Mar,1,3,2,0,0,3.00,0.33,2.20,0.000
TS Mills (ENG/ICC),2016-2018,2016,2018,2,5,5,19,1,129,3,Jan-27,43,6.78,38,0,0,0.60,0.15,0.46,0.000
T Mishra (KENYA),2007-2013,2007,2013,6,15,2,5,0,33,3,Mar-25,11,6.6,10,0,0,0.20,0.15,0.19,0.000
K Modise (Botsw),2019-2019,2019,2019,0,3,2,5,0,41,3,Mar-18,13.66,8.2,10,0,0,1.00,0.12,0.74,0.000
Mohammad Ghazanfar (HKG),2019-2019,2019,2019,0,5,5,14,0,85,3,02-Nov,28.33,6.07,28,0,0,0.60,0.16,0.47,0.000
Mohammad Hasnain (PAK),2019-2019,2019,2019,0,4,4,16,0,137,3,Mar-37,45.66,8.56,32,0,0,0.75,0.12,0.56,0.000
Mohammed Siraj (INDIA),2017-2018,2017,2018,1,3,3,12,0,148,3,Jan-45,49.33,12.33,24,0,0,1.00,0.08,0.72,0.000
Musa Shaheen (DEN),2019-2019,2019,2019,0,1,1,2.2,0,11,3,03-Nov,3.66,4.71,4.6,0,0,3.00,0.21,2.16,0.000
Naeem Islam (BDESH),2008-2013,2008,2013,5,10,6,15,0,122,3,Feb-32,40.66,8.13,30,0,0,0.30,0.12,0.25,0.000
A Nathwani (Aut),2019-2019,2019,2019,0,5,4,10,0,79,3,01-Sep,26.33,7.9,20,0,0,0.60,0.13,0.46,0.000
MP O'Dowd (NL),2015-2019,2015,2019,4,36,9,12.4,0,119,3,01-Jul,39.66,9.39,25.3,0,0,0.08,0.11,0.09,0.000
HC Overdijk (NL),2018-2019,2018,2019,1,4,3,8,0,72,3,Feb-23,24,9,16,0,0,0.75,0.11,0.56,0.000
SD Parry (ENG),2014-2015,2014,2015,1,5,5,16,0,138,3,Feb-33,46,8.62,32,0,0,0.60,0.12,0.45,0.000
JL Pattinson (AUS),2011-2012,2011,2012,1,4,4,13,0,104,3,Feb-17,34.66,8,26,0,0,0.75,0.13,0.56,0.000
MDK Perera (SL),2011-2011,2011,2011,0,3,3,10,0,72,3,Mar-26,24,7.2,20,0,0,1.00,0.14,0.74,0.000
J Perman (ESP),2019-2019,2019,2019,0,2,2,8,0,41,3,Feb-18,13.66,5.12,16,0,0,1.50,0.20,1.11,0.000
R Pisal (ROM),2019-2019,2019,2019,0,1,1,3,0,4,3,03-Apr,1.33,1.33,6,0,0,3.00,0.75,2.33,0.000
D Pretorius (SA),2017-2019,2017,2019,2,6,6,14,0,116,3,01-Dec,38.66,8.28,28,0,0,0.50,0.12,0.39,0.000
P Raho (PNG),2016-2016,2016,2016,0,2,2,3,0,20,3,03-Nov,6.66,6.66,6,0,0,1.50,0.15,1.10,0.000
Raja Adeel (ESP),2019-2019,2019,2019,0,3,3,11,0,36,3,Feb-15,12,3.27,22,0,0,1.00,0.31,0.79,0.000
RJ Ranpura (OMAN),2015-2016,2015,2016,1,3,2,6,0,32,3,Feb-17,10.66,5.33,12,0,0,1.00,0.19,0.76,0.000
KB Ratilal (PNM),2019-2019,2019,2019,0,3,3,12,0,61,3,Feb-18,20.33,5.08,24,0,0,1.00,0.20,0.76,0.000
WJR Robertson (JER),2019-2019,2019,2019,0,6,6,18.1,1,101,3,01-Jul,33.66,5.55,36.3,0,0,0.50,0.18,0.40,0.000
