Player,Span,Start_Year,End_Year,Career_Length,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Wickets_Per_Match,Economy_Score,Bowling_Impact_Score,Five_Wicket_Rate
RJW Topley (ENG),2015-2016,2015,2016,1,10,10,463,410,16,Apr-50,25.62,5.31,28.9,1,0,1.60,0.19,1.18,0.000
RJ Trott (BMUDA),2007-2009,2007,2009,2,11,11,537,412,16,Apr-46,25.75,4.6,33.5,1,0,1.45,0.22,1.08,0.000
MP Vaughan (ENG),2001-2007,2001,2007,6,86,28,796,649,16,Apr-22,40.56,4.89,49.7,1,0,0.19,0.20,0.19,0.000
R Vijay Bharadwaj (INDIA),1999-2002,1999,2002,3,10,9,372,307,16,Mar-34,19.18,4.95,23.2,0,0,1.60,0.20,1.18,0.000
Zakir Khan (PAK),1984-1990,1984,1990,6,17,16,646,494,16,Apr-19,30.87,4.58,40.3,1,0,0.94,0.22,0.72,0.000
MR Adair (IRE),2019-2019,2019,2019,0,9,9,484,509,15,Apr-19,33.93,6.3,32.2,2,0,1.67,0.16,1.21,0.000
KK Ahmed (INDIA),2018-2019,2018,2019,1,11,11,480,465,15,Mar-13,31,5.81,32,0,0,1.36,0.17,1.01,0.000
PJW Allott (ENG),1982-1985,1982,1985,3,13,13,819,552,15,Mar-41,36.8,4.04,54.6,0,0,1.15,0.25,0.88,0.000
CJA Amini (PNG),2014-2019,2014,2019,5,15,15,732,560,15,Apr-27,37.33,4.59,48.8,1,0,1.00,0.22,0.77,0.000
Azeem Hafeez (PAK),1983-1985,1983,1985,2,15,14,719,586,15,Apr-22,39.06,4.89,47.9,1,0,1.00,0.20,0.76,0.000
SL Boock (NZ),1978-1987,1978,1987,9,14,13,700,513,15,Mar-28,34.2,4.39,46.6,0,0,1.07,0.23,0.82,0.000
DCC Borden (BMUDA),2006-2008,2006,2008,2,12,12,411,392,15,Apr-30,26.13,5.72,27.4,1,0,1.25,0.17,0.93,0.000
Danish Kaneria (PAK),2001-2007,2001,2007,6,18,18,854,683,15,Mar-31,45.53,4.79,56.9,0,0,0.83,0.21,0.65,0.000
G Dymock (AUS),1974-1980,1974,1980,6,15,14,806,412,15,Feb-21,27.46,3.06,53.7,0,0,1.00,0.33,0.80,0.000
TCB Fernando (SL),2001-2003,2001,2003,2,17,17,700,586,15,May-67,39.06,5.02,46.6,0,1,0.88,0.20,0.68,0.059
KD Ghavri (INDIA),1975-1981,1975,1981,6,19,19,1033,708,15,Mar-40,47.2,4.11,68.8,0,0,0.79,0.24,0.63,0.000
S Lamichhane (NEPAL),2018-2019,2018,2019,1,6,6,319,222,15,Apr-24,14.8,4.17,21.2,2,0,2.50,0.24,1.82,0.000
NC McGarrell (WI),1998-2001,1998,2001,3,17,17,859,681,15,Mar-32,45.4,4.75,57.2,0,0,0.88,0.21,0.68,0.000
KH MacLeay (AUS),1983-1987,1983,1987,4,16,16,857,626,15,Jun-39,41.73,4.38,57.1,0,1,0.94,0.23,0.72,0.063
GH O'Brien (BMUDA),2006-2008,2006,2008,2,9,9,456,405,15,Mar-31,27,5.32,30.4,0,0,1.67,0.19,1.22,0.000
SS Pathirana (SL),2015-2017,2015,2017,2,18,18,765,720,15,Mar-37,48,5.64,51,0,0,0.83,0.18,0.64,0.000
SM Patil (INDIA),1980-1986,1980,1986,6,45,20,864,589,15,Feb-28,39.26,4.09,57.6,0,0,0.33,0.24,0.31,0.000
Rajin Saleh (BDESH),2003-2006,2003,2006,3,43,19,539,459,15,Apr-16,30.6,5.1,35.9,1,0,0.35,0.20,0.30,0.000
AK Sharma (INDIA),1988-1993,1988,1993,5,31,29,1140,875,15,Mar-41,58.33,4.6,76,0,0,0.48,0.22,0.40,0.000
L Sivaramakrishnan (INDIA),1985-1987,1985,1987,2,16,16,756,538,15,Mar-35,35.86,4.26,50.4,0,0,0.94,0.23,0.73,0.000
CT Tremlett (ENG),2005-2011,2005,2011,6,15,15,784,705,15,Apr-32,47,5.39,52.2,1,0,1.00,0.19,0.76,0.000
JTC Vaughan (NZ),1992-1996,1992,1996,4,18,17,696,524,15,Apr-33,34.93,4.51,46.4,1,0,0.83,0.22,0.65,0.000
UWMBCA Welegedara (SL),2009-2010,2009,2010,1,10,9,457,433,15,May-66,28.86,5.68,30.4,0,1,1.50,0.18,1.10,0.100
LJ Wright (ENG),2007-2014,2007,2014,7,50,37,1038,884,15,Feb-34,58.93,5.1,69.2,0,0,0.30,0.20,0.27,0.000
JO Angara (KENYA),1997-2003,1997,2003,6,17,15,588,569,14,Mar-30,40.64,5.8,42,0,0,0.82,0.17,0.63,0.000
Anshuman Rath (HKG),2014-2018,2014,2018,4,18,7,337,167,14,Mar-22,11.92,2.97,24,0,0,0.78,0.34,0.65,0.000
F Behardien (SA),2013-2018,2013,2018,5,59,35,748,719,14,Mar-19,51.35,5.76,53.4,0,0,0.24,0.17,0.22,0.000
DE Bernard (WI),2003-2010,2003,2010,7,20,17,624,526,14,Mar-32,37.57,5.05,44.5,0,0,0.70,0.20,0.55,0.000
GS Blewett (AUS),1995-1999,1995,1999,4,32,24,749,646,14,02-Jun,46.14,5.17,53.5,0,0,0.44,0.19,0.36,0.000
S Chanderpaul (WI),1994-2011,1994,2011,17,268,28,740,636,14,Mar-18,45.42,5.15,52.8,0,0,0.05,0.19,0.09,0.000
GJ Cosier (AUS),1975-1979,1975,1979,4,9,8,409,248,14,May-18,17.71,3.63,29.2,0,1,1.56,0.28,1.17,0.111
JWM Dalrymple (ENG),2006-2007,2006,2007,1,27,23,840,666,14,02-May,47.57,4.75,60,0,0,0.52,0.21,0.43,0.000
Enamul Haque jnr (BDESH),2005-2009,2005,2009,4,10,10,576,422,14,Mar-16,30.14,4.39,41.1,0,0,1.40,0.23,1.05,0.000
UC Hathurusingha (SL),1992-1999,1992,1999,7,35,25,954,709,14,Apr-57,50.64,4.45,68.1,1,0,0.40,0.22,0.35,0.000
Jalal-ud-Din (PAK),1982-1983,1982,1983,1,8,7,306,211,14,Apr-32,15.07,4.13,21.8,1,0,1.75,0.24,1.30,0.000
SKW Kelly (BMUDA),2006-2009,2006,2009,3,10,10,389,371,14,Mar-36,26.5,5.72,27.7,0,0,1.40,0.17,1.03,0.000
D Mongia (INDIA),2001-2007,2001,2007,6,57,21,640,571,14,Mar-31,40.78,5.35,45.7,0,0,0.25,0.19,0.23,0.000
Mosaddek Hossain (BDESH),2016-2019,2016,2019,3,35,33,902,787,14,Mar-13,56.21,5.23,64.4,0,0,0.40,0.19,0.34,0.000
A Nao (PNG),2017-2019,2017,2019,2,13,13,613,495,14,Mar-40,35.35,4.84,43.7,0,0,1.08,0.21,0.82,0.000
JD Nel (SCOT),2006-2010,2006,2010,4,19,19,730,649,14,Apr-25,46.35,5.33,52.1,1,0,0.74,0.19,0.57,0.000
IE O'Brien (NZ),2008-2009,2008,2009,1,10,10,453,488,14,Mar-68,34.85,6.46,32.3,0,0,1.40,0.15,1.03,0.000
Rahmat Shah (AFG),2013-2019,2013,2019,6,73,26,524,504,14,May-32,36,5.77,37.4,0,1,0.19,0.17,0.19,0.014
Rumman Raees (PAK),2017-2018,2017,2018,1,9,9,463,464,14,Mar-49,33.14,6.01,33,0,0,1.56,0.17,1.14,0.000
JA Snow (ENG),1971-1975,1971,1975,4,9,8,538,232,14,04-Nov,16.57,2.58,38.4,2,0,1.56,0.39,1.21,0.000
Sohrawordi Shuvo (BDESH),2010-2011,2010,2011,1,17,17,762,572,14,Mar-14,40.85,4.5,54.4,0,0,0.82,0.22,0.64,0.000
SA Ankola (INDIA),1989-1997,1989,1997,8,20,20,807,615,13,Mar-33,47.3,4.57,62,0,0,0.65,0.22,0.52,0.000
MP Bicknell (ENG),1990-1991,1990,1991,1,7,7,413,347,13,Mar-55,26.69,5.04,31.7,0,0,1.86,0.20,1.36,0.000
KD Boyce (WI),1973-1975,1973,1975,2,8,8,470,313,13,Apr-50,24.07,3.99,36.1,1,0,1.63,0.25,1.21,0.000
ST Clarke (WI),1978-1982,1978,1982,4,10,10,524,245,13,Mar-22,18.84,2.8,40.3,0,0,1.30,0.36,1.02,0.000
PC Connell (IRE),2008-2010,2008,2010,2,13,12,564,518,13,Mar-68,39.84,5.51,43.3,0,0,1.00,0.18,0.75,0.000
TLW Cooper (NL),2010-2013,2010,2013,3,23,19,553,438,13,03-Nov,33.69,4.75,42.5,0,0,0.57,0.21,0.46,0.000
PWH de Silva (SL),2017-2019,2017,2019,2,12,12,403,429,13,Mar-15,33,6.38,31,0,0,1.08,0.16,0.81,0.000
Hamza Tahir (SCOT),2019-2019,2019,2019,0,6,6,338,228,13,May-38,17.53,4.04,26,1,1,2.17,0.25,1.59,0.167
MN Hart (NZ),1994-2002,1994,2002,8,13,12,572,373,13,May-22,28.69,3.91,44,0,1,1.00,0.26,0.78,0.077
RS Higgins (ZIM),2006-2006,2006,2006,0,11,11,544,380,13,Apr-21,29.23,4.19,41.8,1,0,1.18,0.24,0.90,0.000
Ijaz Faqih (PAK),1980-1988,1980,1988,8,27,25,1116,819,13,Apr-43,63,4.4,85.8,1,0,0.48,0.23,0.41,0.000
CBRLS Kumara (SL),2017-2019,2017,2019,2,13,13,544,623,13,Feb-26,47.92,6.87,41.8,0,0,1.00,0.15,0.74,0.000
Majid Khan (PAK),1973-1982,1973,1982,9,23,15,658,374,13,Mar-27,28.76,3.41,50.6,0,0,0.57,0.29,0.48,0.000
AD Mascarenhas (ENG),2007-2009,2007,2009,2,20,20,822,634,13,Mar-23,48.76,4.62,63.2,0,0,0.65,0.22,0.52,0.000
Minhajul Abedin (BDESH),1986-1999,1986,1999,13,27,18,546,511,13,Feb-39,39.3,5.61,42,0,0,0.48,0.18,0.39,0.000
Mohammad Hussain (PAK),1997-1998,1997,1998,1,14,13,672,547,13,Apr-33,42.07,4.88,51.6,1,0,0.93,0.20,0.71,0.000
SN Netravalkar (USA),2019-2019,2019,2019,0,9,9,403,210,13,May-32,16.15,3.12,31,0,1,1.44,0.32,1.11,0.111
ASA Perera (SL),1998-2001,1998,2001,3,20,18,579,522,13,Feb-25,40.15,5.4,44.5,0,0,0.65,0.19,0.51,0.000
MDK Perera (SL),2007-2018,2007,2018,11,13,10,456,409,13,Mar-48,31.46,5.38,35,0,0,1.00,0.19,0.76,0.000
DJ Reekers (NL),2006-2009,2006,2009,3,19,13,510,436,13,Mar-54,33.53,5.12,39.2,0,0,0.68,0.20,0.54,0.000
JB Reva (PNG),2016-2018,2016,2018,2,9,9,405,357,13,Mar-40,27.46,5.28,31.1,0,0,1.44,0.19,1.07,0.000
Sharafuddin Ashraf (AFG),2014-2019,2014,2019,5,17,17,764,559,13,Mar-29,43,4.39,58.7,0,0,0.76,0.23,0.60,0.000
JN Snape (ENG),2001-2002,2001,2002,1,10,10,529,403,13,Mar-43,31,4.57,40.6,0,0,1.30,0.22,0.98,0.000
Sompal Kami (NEPAL),2018-2019,2018,2019,1,6,6,301,247,13,May-33,19,4.92,23.1,0,1,2.17,0.20,1.58,0.167
Tareq Aziz (BDESH),2002-2004,2002,2004,2,10,10,465,424,13,Mar-19,32.61,5.47,35.7,0,0,1.30,0.18,0.96,0.000
S Thuraisingam (CAN),2003-2008,2003,2008,5,10,10,421,305,13,Apr-35,23.46,4.34,32.3,1,0,1.30,0.23,0.98,0.000
JJ Tucker (BMUDA),2006-2009,2006,2009,3,26,21,819,701,13,Feb-23,53.92,5.13,63,0,0,0.50,0.19,0.41,0.000
JJ van der Wath (SA),2006-2007,2006,2007,1,10,10,526,551,13,Feb-21,42.38,6.28,40.4,0,0,1.30,0.16,0.96,0.000
P Willey (ENG),1977-1986,1977,1986,9,26,22,1031,659,13,Mar-33,50.69,3.83,79.3,0,0,0.50,0.26,0.43,0.000
P Wilson (AUS),1997-1998,1997,1998,1,11,11,562,450,13,Mar-39,34.61,4.8,43.2,0,0,1.18,0.21,0.89,0.000
Aftab Ahmed (BDESH),2004-2010,2004,2010,6,85,30,739,656,12,May-31,54.66,5.32,61.5,0,1,0.14,0.19,0.16,0.012
Ahsan Malik (NL),2011-2014,2011,2014,3,12,11,471,408,12,Mar-38,34,5.19,39.2,0,0,1.00,0.19,0.76,0.000
M Azharuddin (INDIA),1985-2000,1985,2000,15,334,24,552,479,12,Mar-19,39.91,5.2,46,0,0,0.04,0.19,0.08,0.000
WD Balaji Rao (CAN),2008-2011,2008,2011,3,10,10,474,448,12,Apr-57,37.33,5.67,39.5,1,0,1.20,0.18,0.89,0.000
HR Bryan (WI),1999-1999,1999,1999,0,15,15,722,518,12,Apr-24,43.16,4.3,60.1,1,0,0.80,0.23,0.63,0.000
IP Butchart (ZIM),1983-1995,1983,1995,12,20,16,702,640,12,Mar-57,53.33,5.47,58.5,0,0,0.60,0.18,0.47,0.000
ADR Campbell (ZIM),1992-2003,1992,2003,11,188,30,509,434,12,Feb-20,36.16,5.11,42.4,0,0,0.06,0.20,0.10,0.000
PA Desai (CAN),2010-2014,2010,2014,4,13,13,612,485,12,Mar-35,40.41,4.75,51,0,0,0.92,0.21,0.71,0.000
AB Dinda (INDIA),2010-2013,2010,2013,3,13,13,594,612,12,Feb-44,51,6.18,49.5,0,0,0.92,0.16,0.69,0.000
H Durham (BMUDA),2006-2006,2006,2006,0,9,8,400,343,12,Apr-45,28.58,5.14,33.3,1,0,1.33,0.19,0.99,0.000
AM Ellis (NZ),2012-2013,2012,2013,1,15,13,480,425,12,Feb-22,35.41,5.31,40,0,0,0.80,0.19,0.62,0.000
RM Ellison (ENG),1984-1986,1984,1986,2,14,14,696,510,12,Mar-42,42.5,4.39,58,0,0,0.86,0.23,0.67,0.000
AM Guruge (UAE),2014-2015,2014,2015,1,7,7,351,337,12,Apr-56,28.08,5.76,29.2,1,0,1.71,0.17,1.25,0.000
TM Head (AUS),2016-2018,2016,2018,2,42,26,765,737,12,Feb-22,61.41,5.78,63.7,0,0,0.29,0.17,0.25,0.000
PA Hitchcock (NZ),2002-2008,2002,2008,6,14,12,558,468,12,Mar-30,39,5.03,46.5,0,0,0.86,0.20,0.66,0.000
AG Hurst (AUS),1975-1979,1975,1979,4,8,7,402,203,12,May-21,16.91,3.02,33.5,0,1,1.50,0.33,1.15,0.125
Iqbal Qasim (PAK),1977-1988,1977,1988,11,15,14,664,500,12,Mar-13,41.66,4.51,55.3,0,0,0.80,0.22,0.63,0.000
Kabir Khan (PAK),1994-2000,1994,2000,6,10,9,371,303,12,Feb-23,25.25,4.9,30.9,0,0,1.20,0.20,0.90,0.000
TP Kamungozi (ZIM),2006-2015,2006,2015,9,14,13,636,548,12,Feb-36,45.66,5.16,53,0,0,0.86,0.19,0.66,0.000
Khurram Khan (UAE),2004-2015,2004,2015,11,16,11,498,432,12,Apr-32,36,5.2,41.5,1,0,0.75,0.19,0.58,0.000
RK Kleinveldt (SA),2013-2013,2013,2013,0,10,10,513,448,12,Apr-22,37.33,5.23,42.7,1,0,1.20,0.19,0.90,0.000
CM Kuggeleijn (NZ),1988-1989,1988,1989,1,16,16,817,604,12,Feb-31,50.33,4.43,68,0,0,0.75,0.23,0.59,0.000
GA Lamb (ZIM),2010-2011,2010,2011,1,15,15,642,467,12,Mar-45,38.91,4.36,53.5,0,0,0.80,0.23,0.63,0.000
SG Law (AUS),1994-1999,1994,1999,5,54,25,807,635,12,Feb-22,52.91,4.72,67.2,0,0,0.22,0.21,0.22,0.000
RJ McCurdy (AUS),1985-1985,1985,1985,0,11,11,515,375,12,Mar-19,31.25,4.36,42.9,0,0,1.09,0.23,0.83,0.000
DR Martyn (AUS),1992-2006,1992,2006,14,208,31,794,704,12,Feb-21,58.66,5.31,66.1,0,0,0.06,0.19,0.10,0.000
SF Mire (ZIM),2014-2019,2014,2019,5,47,19,507,515,12,Apr-43,42.91,6.09,42.2,1,0,0.26,0.16,0.23,0.000
SO Ngoche (KENYA),2010-2014,2010,2014,4,14,13,569,431,12,Feb-28,35.91,4.54,47.4,0,0,0.86,0.22,0.67,0.000
MA Parker (SCOT),2010-2010,2010,2010,0,10,10,414,327,12,Apr-33,27.25,4.73,34.5,1,0,1.20,0.21,0.90,0.000
RG Petrie (NZ),1990-1991,1990,1991,1,12,12,660,449,12,Feb-25,37.41,4.08,55,0,0,1.00,0.25,0.77,0.000
PWE Rawson (ZIM),1983-1987,1983,1987,4,10,10,571,427,12,Mar-47,35.58,4.48,47.5,0,0,1.20,0.22,0.91,0.000
JD Ryder (NZ),2008-2014,2008,2014,6,48,19,407,412,12,Mar-29,34.33,6.07,33.9,0,0,0.25,0.16,0.22,0.000
Simi Singh (IRE),2017-2019,2017,2019,2,15,12,570,378,12,Mar-15,31.5,3.97,47.5,0,0,0.80,0.25,0.64,0.000
SR Thompson (IRE),2013-2017,2013,2017,4,20,16,559,490,12,Feb-17,40.83,5.25,46.5,0,0,0.60,0.19,0.48,0.000
AJ Tye (AUS),2018-2018,2018,2018,0,7,7,387,392,12,May-46,32.66,6.07,32.2,0,1,1.71,0.16,1.25,0.143
I Udana (SL),2012-2019,2012,2019,7,15,15,639,631,12,Feb-41,52.58,5.92,53.2,0,0,0.80,0.17,0.61,0.000
KEA Upashantha (SL),1995-2001,1995,2001,6,12,12,564,481,12,Apr-37,40.08,5.11,47,1,0,1.00,0.20,0.76,0.000
RR Watson (SCOT),2006-2010,2006,2010,4,35,17,570,528,12,Mar-18,44,5.55,47.5,0,0,0.34,0.18,0.29,0.000
CL White (AUS),2005-2018,2005,2018,13,91,19,331,351,12,03-May,29.25,6.36,27.5,0,0,0.13,0.16,0.14,0.000
PJ Wiseman (NZ),1998-2003,1998,2003,5,15,13,450,368,12,Apr-45,30.66,4.9,37.5,1,0,0.80,0.20,0.62,0.000
Aamer Nazir (PAK),1993-1995,1993,1995,2,9,9,417,346,11,Mar-43,31.45,4.97,37.9,0,0,1.22,0.20,0.92,0.000
VR Aaron (INDIA),2011-2014,2011,2014,3,9,9,380,419,11,Mar-24,38.09,6.61,34.5,0,0,1.22,0.15,0.90,0.000
RW Ali (KENYA),1996-1997,1996,1997,1,9,9,338,255,11,Mar-17,23.18,4.52,30.7,0,0,1.22,0.22,0.92,0.000
Amir Hayat (UAE),2018-2019,2018,2019,1,9,9,449,382,11,Mar-19,34.72,5.1,40.8,0,0,1.22,0.20,0.91,0.000
LS Baker (WI),2008-2009,2008,2009,1,10,9,426,355,11,Mar-47,32.27,5,38.7,0,0,1.10,0.20,0.83,0.000
RL Chase (WI),2017-2019,2017,2019,2,25,18,641,511,11,Mar-30,46.45,4.78,58.2,0,0,0.44,0.21,0.37,0.000
R Clarke (ENG),2003-2006,2003,2006,3,20,14,469,415,11,Feb-28,37.72,5.3,42.6,0,0,0.55,0.19,0.44,0.000
HT Davis (NZ),1994-1997,1994,1997,3,11,11,432,436,11,Apr-35,39.63,6.05,39.2,1,0,1.00,0.17,0.75,0.000
Z Groenewald (NAM),2019-2019,2019,2019,0,4,4,198,130,11,May-20,11.81,3.93,18,0,1,2.75,0.25,2.00,0.250
HF Gurney (ENG),2014-2014,2014,2014,0,10,10,455,432,11,Apr-55,39.27,5.69,41.3,1,0,1.10,0.18,0.82,0.000
Haris Sohail (PAK),2013-2019,2013,2019,6,41,21,642,613,11,Mar-45,55.72,5.72,58.3,0,0,0.27,0.17,0.24,0.000
Haseeb Amjad (HKG),2014-2016,2014,2016,2,7,7,342,288,11,Mar-49,26.18,5.05,31,0,0,1.57,0.20,1.16,0.000
DW Headley (ENG),1996-1999,1996,1999,3,13,13,594,520,11,Feb-38,47.27,5.25,54,0,0,0.85,0.19,0.65,0.000
HJ Howarth (NZ),1973-1975,1973,1975,2,9,8,492,280,11,Mar-29,25.45,3.41,44.7,0,0,1.22,0.29,0.94,0.000
RL Johnson (ENG),2003-2003,2003,2003,0,10,9,402,239,11,Mar-22,21.72,3.56,36.5,0,0,1.10,0.28,0.85,0.000
CL King (WI),1976-1980,1976,1980,4,18,15,744,529,11,Apr-23,48.09,4.26,67.6,1,0,0.61,0.23,0.50,0.000
NM Kulkarni (INDIA),1997-1998,1997,1998,1,10,8,402,357,11,Mar-27,32.45,5.32,36.5,0,0,1.10,0.19,0.83,0.000
RT Latham (NZ),1990-1994,1990,1994,4,33,21,450,386,11,May-32,35.09,5.14,40.9,0,1,0.33,0.19,0.29,0.030
P Lever (ENG),1971-1975,1971,1975,4,10,9,440,261,11,Apr-35,23.72,3.55,40,1,0,1.10,0.28,0.85,0.000
AA Mallett (AUS),1971-1975,1971,1975,4,9,9,502,341,11,Mar-34,31,4.07,45.6,0,0,1.22,0.25,0.93,0.000
MF Malone (AUS),1977-1982,1977,1982,5,10,10,612,315,11,02-Sep,28.63,3.08,55.6,0,0,1.10,0.32,0.87,0.000
A Martin (WI),2011-2011,2011,2011,0,9,9,444,296,11,Apr-36,26.9,4,40.3,1,0,1.22,0.25,0.93,0.000
EZ Matambanadzo (ZIM),1996-1997,1996,1997,1,7,7,297,217,11,Apr-32,19.72,4.38,27,1,0,1.57,0.23,1.17,0.000
M Mbangwa (ZIM),1996-2002,1996,2002,6,29,29,1369,1140,11,Feb-24,103.63,4.99,124.4,0,0,0.38,0.20,0.33,0.000
DR Parry (WI),1978-1980,1978,1980,2,6,6,330,259,11,Mar-47,23.54,4.7,30,0,0,1.83,0.21,1.35,0.000
RL Powell (WI),1999-2005,1999,2005,6,109,25,473,491,11,02-May,44.63,6.22,43,0,0,0.10,0.16,0.12,0.000
TT Samaraweera (SL),1998-2011,1998,2011,13,53,17,702,542,11,Mar-34,49.27,4.63,63.8,0,0,0.21,0.22,0.21,0.000
Shafiuddin Ahmed (BDESH),1997-2000,1997,2000,3,11,11,495,426,11,Mar-42,38.72,5.16,45,0,0,1.00,0.19,0.76,0.000
DLS van Bunge (NL),2002-2013,2002,2013,11,37,13,331,329,11,Mar-16,29.9,5.96,30,0,0,0.30,0.17,0.26,0.000
A van der Merwe (IRE),2010-2011,2010,2011,1,9,9,432,323,11,May-49,29.36,4.48,39.2,0,1,1.22,0.22,0.92,0.111
JDF Vandersay (SL),2015-2019,2015,2019,4,12,11,491,480,11,Mar-50,43.63,5.86,44.6,0,0,0.92,0.17,0.69,0.000
AS Wassan (INDIA),1990-1991,1990,1991,1,9,9,426,283,11,Mar-28,25.72,3.98,38.7,0,0,1.22,0.25,0.93,0.000
M Zondeki (Afr/SA),2002-2008,2002,2008,6,13,12,558,504,11,Feb-40,45.81,5.41,50.7,0,0,0.85,0.18,0.65,0.000
MW Alleyne (ENG),1999-2000,1999,2000,1,10,9,366,280,10,Mar-27,28,4.59,36.6,0,0,1.00,0.22,0.77,0.000
MA Aponso (SL),2016-2018,2016,2018,2,9,9,423,377,10,Apr-18,37.7,5.34,42.3,1,0,1.11,0.19,0.83,0.000
TD Astle (NZ),2017-2019,2017,2019,2,9,8,270,246,10,Mar-33,24.6,5.46,27,0,0,1.11,0.18,0.83,0.000
DJ Callaghan (SA),1992-2000,1992,2000,8,29,19,444,365,10,Mar-32,36.5,4.93,44.4,0,0,0.34,0.20,0.30,0.000
A Codrington (CAN),2003-2007,2003,2007,4,9,8,300,265,10,May-27,26.5,5.3,30,0,1,1.11,0.19,0.83,0.111
M de Lange (SA),2012-2016,2012,2016,4,4,4,209,198,10,Apr-46,19.8,5.68,20.9,1,0,2.50,0.18,1.80,0.000
R Dhanraj (WI),1994-1995,1994,1995,1,6,5,264,170,10,Apr-26,17,3.86,26.4,1,0,1.67,0.26,1.24,0.000
JN Frylinck (NAM),2019-2019,2019,2019,0,5,5,195,116,10,May-13,11.6,3.56,19.5,0,1,2.00,0.28,1.48,0.200
MW Gatting (ENG),1977-1993,1977,1993,16,92,14,392,336,10,Mar-32,33.6,5.14,39.2,0,0,0.11,0.19,0.13,0.000
NG Jones (IRE),2010-2011,2010,2011,1,14,13,389,234,10,Feb-19,23.4,3.6,38.9,0,0,0.71,0.28,0.58,0.000
Khawar Ali (OMAN),2019-2019,2019,2019,0,5,5,258,188,10,Apr-23,18.8,4.37,25.8,1,0,2.00,0.23,1.47,0.000
FJ Klaassen (NL),2018-2019,2018,2019,1,4,4,240,150,10,Mar-30,15,3.75,24,0,0,2.50,0.27,1.83,0.000
RR Kulkarni (INDIA),1983-1987,1983,1987,4,10,10,444,345,10,Mar-42,34.5,4.66,44.4,0,0,1.00,0.21,0.76,0.000
DK Liyanage (SL),1992-2001,1992,2001,9,16,16,642,510,10,Mar-49,51,4.76,64.2,0,0,0.63,0.21,0.50,0.000
Mohammad Sharif (BDESH),2001-2007,2001,2007,6,9,9,499,424,10,Mar-40,42.4,5.09,49.9,0,0,1.11,0.20,0.84,0.000
Mohammad Zahid (PAK),1996-2002,1996,2002,6,11,11,512,391,10,Feb-20,39.1,4.58,51.2,0,0,0.91,0.22,0.70,0.000
D Mohammed (WI),2006-2008,2006,2008,2,7,6,353,235,10,Mar-37,23.5,3.99,35.3,0,0,1.43,0.25,1.08,0.000
Naimur Rahman (BDESH),1995-2002,1995,2002,7,29,24,1094,904,10,Feb-51,90.4,4.95,109.4,0,0,0.34,0.20,0.30,0.000
RJ Nicol (NZ),2011-2013,2011,2013,2,22,17,339,329,10,Apr-19,32.9,5.82,33.9,1,0,0.45,0.17,0.37,0.000
H Patel (CAN),2009-2013,2009,2013,4,23,16,409,353,10,Apr-28,35.3,5.17,40.9,1,0,0.43,0.19,0.36,0.000
MJG Rippon (NL),2013-2018,2013,2018,5,6,6,252,167,10,Apr-37,16.7,3.97,25.2,1,0,1.67,0.25,1.24,0.000
IH Romaine (BMUDA),2006-2009,2006,2009,3,35,13,326,355,10,Feb-22,35.5,6.53,32.6,0,0,0.29,0.15,0.25,0.000
KR Rutherford (NZ),1985-1995,1985,1995,10,121,17,389,323,10,Feb-39,32.3,4.98,38.9,0,0,0.08,0.20,0.12,0.000
RL Sanghvi (INDIA),1998-1998,1998,1998,0,10,10,498,399,10,Mar-29,39.9,4.8,49.8,0,0,1.00,0.21,0.76,0.000
Sanwar Hossain (BDESH),1998-2003,1998,2003,5,27,13,383,327,10,Mar-49,32.7,5.12,38.3,0,0,0.37,0.20,0.32,0.000
MD Shanaka (SL),2016-2019,2016,2019,3,22,12,282,274,10,May-43,27.4,5.82,28.2,0,1,0.45,0.17,0.37,0.045
G Sharma (INDIA),1985-1987,1985,1987,2,11,10,486,361,10,Mar-29,36.1,4.45,48.6,0,0,0.91,0.22,0.70,0.000
TB Sole (SCOT),2018-2019,2018,2019,1,10,10,504,387,10,Apr-15,38.7,4.6,50.4,1,0,1.00,0.22,0.77,0.000
MN Waller (ZIM),2009-2018,2009,2018,9,79,30,666,566,10,Feb-44,56.6,5.09,66.6,0,0,0.13,0.20,0.15,0.000
Ziaur Rahman (BDESH),2013-2014,2013,2014,1,13,11,390,301,10,May-30,30.1,4.63,39,0,1,0.77,0.22,0.60,0.077
KN Amalean (SL),1986-1988,1986,1988,2,8,8,318,207,9,Apr-46,23,3.9,35.3,1,0,1.13,0.26,0.86,0.000
MKDI Amerasinghe (SL),2007-2008,2007,2008,1,8,8,426,363,9,Mar-44,40.33,5.11,47.3,0,0,1.13,0.20,0.85,0.000
Amjad Javed (UAE),2008-2017,2008,2017,9,15,15,618,608,9,Mar-60,67.55,5.9,68.6,0,0,0.60,0.17,0.47,0.000
ML Cummins (WI),2014-2017,2014,2017,3,11,9,450,474,9,Mar-82,52.66,6.32,50,0,0,0.82,0.16,0.62,0.000
KM Curran (ZIM),1983-1987,1983,1987,4,11,10,506,398,9,Mar-65,44.22,4.71,56.2,0,0,0.82,0.21,0.64,0.000
MH Dekker (ZIM),1992-1996,1992,1996,4,23,12,347,290,9,Feb-16,32.22,5.01,38.5,0,0,0.39,0.20,0.33,0.000
GRA de Silva (SL),1975-1982,1975,1982,7,6,6,305,262,9,Mar-41,29.11,5.15,33.8,0,0,1.50,0.19,1.11,0.000
